int.rate,installment,log.annual.inc,dti,fico
0.0863,31.63,11.03650127,18.03,737
0.0863,316.28,11.3736634,6.74,737
0.1861,437.51,11.60823564,28.21,662
0.1418,68.54,11.00209984,10.08,642
0.1829,755.91,11.24504602,11.15,647
0.1734,573.16,10.858999,10.82,647
0.145,61.96,10.30895266,2.84,642
0.1576,294.33,10.83340541,21.24,647
0.1829,685.13,11.79355271,11.68,642
0.1355,169.8,11.03488966,4.88,652
0.1324,676.2,11.51292546,22.25,697
0.1387,54.59,10.30895266,1.92,642
0.1039,649.02,11.51292546,2.94,727
0.0945,128.04,11.02190247,6.31,722
0.1513,208.38,10.59663473,13.5,652
0.164,153.8,10.53688473,24.71,652
0.1387,170.58,10.6454249,6.69,652
0.164,883.88,11.49272276,3.12,662
0.1418,188.46,11.15625052,19.46,657
0.1545,390.73,11.03495418,14.36,647
0.1261,536.11,11.56741365,19.23,687
0.1482,331.95,11.08214255,15.73,652
0.1797,364.99,10.7624881,23.53,642
0.1355,271.68,11.22524339,4.22,662
0.1482,259.33,10.40426284,15.38,652
0.1134,368.48,10.70099475,6.92,687
0.1324,172.43,9.740968623,6.99,657
0.1545,191.88,10.73639668,21.23,647
0.1513,416.75,11.19821472,15.73,652
0.1545,334.91,11.35040654,21.91,657
0.1039,629.55,10.46310334,12.72,727
0.1513,124.16,9.975808214,21.04,647
0.1008,113.07,9.392661929,3,707
0.1261,804.16,12.36307639,16.84,707
0.1261,201.04,10.65112292,2.22,662
0.1261,723.74,11.73606902,16.94,687
0.1797,225.86,10.6454249,28.29,662
0.1103,229.28,10.30895266,14.09,697
0.1482,276.62,10.37349118,25.99,687
0.1576,413.46,10.89673933,18.96,652
0.1861,241.55,11.69524702,25.33,642
0.1861,759.27,11.51292546,18.89,652
0.1134,230.3,10.73639668,4.2,682
0.1387,153.52,9.893437217,6.06,652
0.1324,101.43,10.95080655,3.37,652
0.1545,111.64,10.81977828,22.92,642
0.1482,276.62,11.40756495,15.95,652
0.1166,462.74,12.3883942,15.27,697
0.1861,185.95,11.08367983,29.2,652
0.1355,50.94,10.30895266,14.2,647
0.1261,502.6,10.89673933,19.96,682
0.1292,168.28,10.59653473,19.02,667
0.1766,107.95,10.71441777,26.77,647
0.145,123.06,10.20359214,21.33,657
0.1261,33.51,11.08214255,0.85,657
0.08,15.67,8.101677747,0,747
0.1103,425.79,11.00209984,13.18,712
0.1324,20.29,10.1266311,28.61,752
0.1513,138.05,10.27505111,24.08,662
0.1576,192.72,10.69194491,29.95,692
0.1482,248.96,10.89673933,9.67,647
0.145,378.64,10.77895629,25.65,702
0.1261,335.07,10.47107151,20.1,687
0.1324,101.43,10.59021417,13.92,657
0.1861,688.17,12.32385568,16.47,642
0.1166,82.64,10.39513036,20.33,687
0.1418,68.54,11.28978191,14.85,647
0.1418,856.63,12.4292162,19.09,692
0.1482,297.37,10.65960953,4.54,647
0.1545,293.05,11.35040654,15.71,642
0.1355,485.63,10.33136626,12.91,667
0.1608,490.12,10.6454249,18.94,652
0.1197,132.8,10.59663473,3.39,677
0.1103,49.13,10.42228135,13.5,682
0.1482,207.47,10.6454249,13.34,647
0.1324,304.29,11.12714533,18.51,672
0.145,172.11,11.4019939,16.57,647
0.145,70.57,9.210340372,13.8,642
0.1229,667.06,11.26446411,2.38,692
0.1608,281.58,11.43496392,21.91,647
0.145,258.16,10.77895629,19.63,657
0.1292,185.11,10.1266311,19.87,667
0.1734,375.24,11.00209984,29.3,677
0.1355,271.68,10.36722157,21.28,672
0.1418,445.45,10.49127422,18.93,667
0.1608,246.38,11.05089001,22.74,647
0.1861,214.2,10.77895629,27.33,642
0.1418,171.33,10.66895539,10.38,647
0.1134,157.92,10.23995979,5.14,677
0.1324,38.04,10.52406404,16.81,652
0.1324,497.01,10.08580911,2.7,672
0.1166,330.53,11.40756495,19.93,717
0.1229,266.83,11.31007462,14.2,677
0.1229,770.46,10.858999,17.03,707
0.1103,180.15,11.15625052,15.51,692
0.1482,121.03,10.66895539,20.76,657
0.145,413.06,10.77895629,3.8,657
0.1545,397.71,10.46310334,13.89,647
0.1355,203.76,11.51292546,9.28,662
0.0976,192.93,10.4968144,17.87,717
0.0945,96.03,9.210340372,3.6,707
0.1671,371.96,10.66895539,22.55,642
0.1513,277.84,11.49272276,6.73,642
0.1482,207.47,10.77895629,22.13,657
0.1545,348.87,11.01501607,15.1,642
0.1324,338.1,11.09741002,9.13,672
0.1197,664,11.40769827,18.96,707
0.1324,148.77,10.52406404,18.04,662
0.1482,82.99,10.27505111,28.06,702
0.145,247.84,10.35421279,17.78,652
0.1576,437.99,11.48246626,11.84,652
0.1071,489.03,11.50287513,8.65,712
0.1229,200.12,11.2515607,17.69,672
0.1387,272.92,11.28978191,11.1,657
0.1292,84.14,10.71441777,22.32,672
0.1545,348.87,11.98292909,25.72,682
0.1355,169.8,10.40426284,16.62,657
0.1513,85.09,10.08580911,28.15,697
0.1576,280.31,10.77895629,25.4,677
0.1387,341.15,10.75577295,19.73,662
0.1197,116.2,9.975994243,26.84,772
0.1418,68.54,10.49127422,17.17,647
0.1418,342.66,11.41861479,12.99,657
0.1734,89.56,10.59663473,25.77,652
0.1355,407.52,10.59663473,3.9,662
0.1861,535.95,11.007419,24.29,657
0.1134,315.84,11.6351431,18.54,707
0.1197,249,11.1844214,5.7,682
0.1103,163.77,10.54534144,0.47,682
0.1418,342.66,10.4744671,7.63,657
0.1482,414.93,10.54534144,9.76,652
0.1292,176.7,9.903487553,13.38,667
0.1766,807.8,12.04355372,26.97,682
0.145,688.42,11.32659589,25.4,717
0.1734,573.16,10.71708089,16.44,652
0.145,344.21,10.49127422,6.13,657
0.1703,373.62,10.73639668,23.22,652
0.1797,361.38,11.28978191,29.72,672
0.0863,284.66,11.05089001,0.29,737
0.1829,411.99,11.46163217,20.48,652
0.1734,182.7,10.69618591,26.78,657
0.0945,179.26,11.77528973,3.06,722
0.1418,123.36,10.55581274,19.81,652
0.1482,345.78,11.51292546,9.73,647
0.1197,166,10.30895266,20.76,687
0.1418,227.87,10.91508846,23.04,687
0.1387,85.29,10.1266311,4.18,647
0.1797,503.22,11.09741002,24.71,657
0.1766,116.95,10.69194491,26.84,647
0.1261,83.77,10.05057046,3.78,677
0.1734,644.8,11.05089001,25.68,677
0.1355,183.39,10.3609124,3.11,657
0.1482,414.93,11.23434848,10.24,652
0.164,353.55,12.3883942,12.37,652
0.1071,163.01,11.28978191,12.08,702
0.1766,21.59,10.0785327,26.89,642
0.1608,211.18,11.98292909,28.34,682
0.1166,247.9,11.1844214,21.22,702
0.145,309.79,10.81977828,27.84,692
0.1734,644.8,11.40756495,25.59,687
0.0945,224.07,11.51292546,7.6,717
0.1197,196.71,11.38509209,20.84,687
0.1355,45,11.09741002,11.65,647
0.164,530.33,11.40756495,18.12,657
0.1103,163.77,11.6351431,5,682
0.1861,291.68,12.30138283,6.87,647
0.0832,15.75,11.51292546,14.02,747
0.1482,242.05,10.6454249,11.14,642
0.1418,143.92,10.40426284,9.2,647
0.1734,279.42,10.858999,28.36,672
0.1829,181.5,11.00209984,27.14,642
0.1071,97.81,10.20359214,18.89,697
0.1008,164.76,9.61580548,11.12,707
0.1261,308.26,11.46194791,27.4,747
0.1418,136.21,10.08580911,29.7,727
0.1545,453.52,10.59663473,14.52,657
0.1292,30.29,9.454070557,25.11,717
0.1829,399.28,11.60823564,11.09,657
0.0976,289.4,11.08723724,17.12,727
0.1355,203.76,10.54534144,25.93,707
0.1261,134.03,10.59663473,20.07,677
0.1482,193.64,11.19821472,20.6,657
0.1324,216.39,10.51867319,25.07,717
0.1482,167.7,10.91828336,10.4,647
0.145,314.1,10.89951325,17.24,657
0.1482,259.33,11.15625052,25.68,692
0.1418,270.7,10.77895629,15.1,657
0.1387,163.75,10.73639668,22.72,662
0.1292,201.94,10.57131693,25.48,732
0.145,165.23,11.05089001,11.39,642
0.1355,190.18,10.57131693,6.77,657
0.1292,100.97,10.54534144,19.52,672
0.1576,148.04,10.81977828,21.5,652
0.1071,58.69,11.71993963,11.55,682
0.1229,106.73,10.91508846,9.1,667
0.1766,163.72,10.81977828,24.46,647
0.1734,179.12,10.46310334,26.78,652
0.1134,119.27,10.77895629,13,687
0.1355,119.71,10.55841352,10.91,657
0.145,123.06,11.40756495,9.37,647
0.1576,324.11,10.57131693,22.58,652
0.1513,266.55,11.8493977,18.08,647
0.1861,227.87,11.00209984,26.08,642
0.1261,73.72,10.59663473,10.53,667
0.1482,74.35,10.46310334,13.68,642
0.1482,79.53,11.22524339,16.05,652
0.1482,151.28,11.43154186,26.24,697
0.145,75.73,10.8365174,7.27,647
0.1482,172.89,10.858999,14.17,642
0.1734,143.29,10.30895266,28.56,667
0.1418,207.31,10.59663473,26.88,702
0.1103,196.52,10.59663473,13.44,692
0.1576,218.12,10.79939189,27.41,677
0.1134,190.82,10.71441777,22.45,712
0.1766,179.92,11.91839057,27.86,652
0.1355,135.84,10.79957558,18.74,667
0.1513,41.68,10.59663473,24.81,657
0.1387,204.69,11.22524339,25.84,702
0.1387,104.05,11.22524339,10.14,647
0.1103,58.96,11.26076496,18.24,687
0.1482,207.47,11.15625052,12.65,642
0.1418,102.8,10.40426284,22.79,657
0.1324,104.81,10.71441777,12,657
0.1324,108.2,11.253301,19.96,662
0.1292,60.58,10.55581274,8.34,657
0.1475,103.63,10.49127422,15.87,642
0.0945,115.24,11.40756495,10.43,717
0.1229,116.74,11.03488966,26.74,737
0.1071,202.13,11.1526727,10.63,697
0.1482,242.05,11.39075783,16.3,647
0.1166,90.9,10.46310334,10.15,677
0.1387,170.58,11.22524339,16.16,652
0.1261,83.77,10.95080655,24.17,702
0.145,258.16,11.26446411,18.37,657
0.1387,255.86,11.04764666,24.59,687
0.1703,107.01,11.40756495,28.3,667
0.1861,185.04,11.22524339,28.66,652
0.08,125.35,10.30895266,12.2,752
0.145,68.85,11.12726298,24.16,662
0.1134,210.56,10.6454249,5.6,682
0.1513,260.47,10.98536052,17.59,647
0.1482,138.31,10.12647109,3.55,642
0.145,175.55,10.71441777,26.4,697
0.1324,57.48,10.17381999,11.72,652
0.1355,163.01,10.50232405,4.65,652
0.1261,46.91,9.740968623,20.4,672
0.1134,230.3,11.41751528,11.93,677
0.1418,102.8,10.71441777,6.69,652
0.1134,210.56,10.91501573,2.71,682
0.0976,188.91,10.59663473,17.43,727
0.08,94.01,9.546812609,1.29,737
0.1324,84.53,9.952277717,3.94,662
0.145,165.23,11.39075783,19.75,647
0.164,265.17,11.28978191,28.35,682
0.1861,244.28,11.8313792,28.26,642
0.1482,62.24,11.00209984,21.86,647
0.1166,247.9,11.22524339,20.67,707
0.1355,135.84,10.71441777,17.63,657
0.0832,62.97,10.6454249,0.29,727
0.1166,247.9,11.05089001,17.5,682
0.1229,33.36,9.740968623,1.62,662
0.1134,33.73,9.392661929,20.4,697
0.1292,252.42,10.818177,18.87,672
0.1545,69.78,10.79957558,17.85,642
0.1229,250.15,11.56171563,21.34,687
0.1482,259.33,11.17043516,24.73,672
0.1387,255.86,12.01370075,20.95,672
0.0863,126.52,9.903487553,0.9,732
0.1387,75.06,10.59663473,10.35,642
0.1292,64.79,10.34174248,21.65,667
0.1292,252.42,12.07254125,14.78,667
0.0945,160.05,10.59663473,10.53,722
0.1103,98.26,10.59663473,3.09,677
0.1418,164.48,10.46321762,2.37,647
0.0832,220.39,10.1266311,2.21,732
0.1387,238.81,10.30895266,10.8,657
0.1039,243.38,12.08953883,15.69,712
0.164,265.17,11.22021745,24.01,657
0.0832,157.43,10.81977828,0.6,737
0.0945,240.08,11.69524702,19.46,752
0.1261,234.55,11.1844214,25.78,742
0.0945,143.25,11.06657586,9.17,722
0.1355,203.76,11.48242502,12.15,657
0.1387,119.41,11.26446411,8.86,647
0.1355,135.84,10.858999,10.99,652
0.145,258.16,10.96819829,16.04,652
0.1861,58.34,11.72964845,28.29,642
0.1134,246.75,11.81303006,21.32,712
0.1387,218.34,10.6454249,17.37,657
0.1355,220.74,11.3083583,10.95,657
0.1324,60.86,10.34817337,10.85,652
0.1229,160.1,10.91508846,14.64,667
0.0832,56.68,10.73639668,0.65,732
0.0976,128.62,10.75248397,7.29,707
0.145,189.32,10.59663473,4.89,642
0.1039,48.68,8.9226583,4.96,687
0.1703,124.84,11.15625052,25.51,662
0.1008,242.29,11.56171563,13.37,712
0.1229,40.03,10.23995979,7.64,662
0.1222,208.25,10.6454249,9.71,682
0.06,184.28,10.35964577,7.49,647
0.1166,181.79,9.903687533,9.9,677
0.0976,96.47,9.472396897,5.45,702
0.08,94.01,9.903487553,7.66,732
0.0976,97.27,9.68009397,1.73,707
0.164,197.99,11.05089001,26.46,662
0.1576,122.64,10.96812932,28.7,692
0.1513,260.47,11.22524339,17.76,647
0.1324,114.96,10.30895266,23.44,687
0.1355,254.7,10.91508846,15.1,662
0.1103,128.56,10.6454249,14.46,692
0.0768,182.46,10.26813067,0.42,782
0.1355,135.84,10.9331784,8.98,652
0.1197,249,11.88448902,18.16,682
0.1576,63.95,9.903687533,25.07,667
0.1324,169.05,10.83958091,9.22,657
0.145,41.31,10.81627215,22.2,652
0.1355,81.51,10.17198681,22.94,662
0.1261,75.39,11.66838957,11.74,667
0.1071,32.61,9.998797732,14.7,687
0.1103,245.65,11.09741002,6.38,692
0.1134,213.85,11.42954386,2.78,682
0.1324,67.62,10.37349118,6.94,652
0.1608,149.59,10.46321762,26.36,667
0.1261,134.03,10.00784757,23.02,702
0.1324,121.72,11.231623,9.14,657
0.1039,113.58,11.15625052,12.86,692
0.1197,199.2,10.77895629,15.38,677
0.1703,107.01,11.15625052,25.03,657
0.1261,67.02,11.9511804,17.69,662
0.1355,61.13,10.95080655,11.22,652
0.1418,95.95,10.81977828,8.5,642
0.1286,252.2,10.42228135,8.93,667
0.1482,186.72,10.77895629,19.4,652
0.08,141.02,10.16600565,1.43,767
0.1513,243.11,10.73630972,18.91,652
0.1197,194.22,11.60827201,11.62,677
0.145,258.16,11.91839057,26.27,697
0.1418,181.61,10.91501573,10.04,657
0.1349,42.42,9.798127037,4.67,652
0.1103,245.65,10.71441777,11.41,687
0.1418,102.8,9.998797732,15.44,647
0.1159,231.14,11.06676335,10.63,687
0.1261,251.3,10.66895539,11.72,667
0.1387,136.46,10.25765937,10.21,647
0.1545,261.65,10.91508846,24.94,667
0.1001,242.04,11.73606902,18.85,737
0.1475,202.08,10.46321762,25.09,687
0.1222,193.26,10.15393494,20.88,687
0.1854,145.7,11.00209984,28.41,657
0.1222,249.9,11.09741002,12.11,677
0.1507,260.25,11.69524702,14.84,652
0.0863,113.87,10.43399815,0.71,717
0.138,170.41,10.30895266,17.88,657
0.1317,81.07,9.85198371,24.51,687
0.1507,138.8,10.46310334,17.47,642
0.1412,205.42,10.83958091,9.01,657
0.1601,263.72,10.71441777,22.83,652
0.1507,86.75,10.04324949,24.47,667
0.1665,266.1,10.81977828,20.93,642
0.1412,239.66,11.17043516,6.24,657
0.1064,244.27,10.59663473,2.07,702
0.097,160.64,10.42797937,7.24,717
0.1254,150.63,10.91508846,10.89,662
0.1355,169.8,11.46163217,7.79,657
0.1191,364.89,11.05673006,13.9,687
0.1538,306.7,10.4487146,7.86,647
0.157,245.07,10.30895266,24.12,662
0.1191,116.1,11.60827201,8.44,672
0.157,235.44,10.4487146,8.7,647
0.1696,534.5,12.12269104,12.76,647
0.1191,497.58,11.08214255,19.66,702
0.1791,144.43,10.86856845,29.9,662
0.1064,35.83,9.547098282,4.2,687
0.1696,503.32,10.71441777,18.8,652
0.1538,174.26,10.77895629,15.65,652
0.0863,170.8,10.68051622,10.18,742
0.1886,274.39,11.31447453,27.26,652
0.157,262.57,10.87039535,21.38,652
0.157,157.55,10.65608219,23.89,662
0.1412,140.37,11.1844214,1.57,652
0.1601,281.3,11.40756495,5.93,657
0.1191,232.2,12.56024446,4.33,682
0.1064,50.49,10.30895266,15.6,697
0.138,40.9,10.46310334,26.19,707
0.1412,134.38,11.2553328,12.37,657
0.1412,71.9,10.6454249,8.11,652
0.1317,233.06,11.91839057,8.6,697
0.1886,155.49,10.9455436,27.6,667
0.138,109.06,10.86856845,17.44,652
0.1159,166.75,10.7045021,8,687
0.1096,111.25,10.2327913,12.52,702
0.1475,259.08,10.7342204,17.73,652
0.138,160.18,10.46310334,11.28,667
0.1507,152.68,11.00209984,9.94,642
0.1317,183.24,10.6454249,11.83,667
0.1854,109.28,10.69194491,26.68,647
0.1411,266.99,10.59663473,19.5,672
0.1128,73.14,10.87804719,16.78,702
0.1412,119.83,10.71441777,10.19,657
0.1759,269.61,10.89673933,27.47,672
0.1507,41.64,10.59182318,18.27,652
0.138,170.41,11.2515607,14.01,657
0.1601,263.72,11.51292546,19.58,642
0.1286,235.39,10.20359214,26.62,792
0.138,61.35,9.852194258,3.85,682
0.1538,209.12,10.08580911,11.5,657
0.157,227.56,11.86709728,22.32,652
0.1886,245.13,10.71441777,25.76,647
0.1475,55.27,11.55214618,16.97,652
0.1696,223.6,11.28978191,19.89,642
0.1254,192.47,11.8473957,10.85,687
0.1443,257.91,10.818177,17.67,657
0.1317,185.77,11.01862914,13.79,677
0.1191,202.35,11.00209984,21.82,712
0.1317,253.32,11.56171563,1.03,677
0.1443,165.92,10.37349118,28.76,727
0.1728,125.28,11.19547123,21.1,642
0.157,175.05,10.34174248,25.63,677
0.1286,41.2,10.71441777,16.67,677
0.1538,51.41,10.57544174,21.66,647
0.1665,229.73,11.15625052,21.02,642
0.1728,153.02,11.00209984,23.28,642
0.1791,86.66,11.10721033,2.45,647
0.1254,193.31,11.49272276,12.33,677
0.1665,170.3,10.84801583,24.8,657
0.1443,137.55,11.28978191,20.37,662
0.1665,266.1,12.15477935,17.92,667
0.1475,103.63,10.57131693,5.23,652
0.1601,246.14,11.38509209,16.83,647
0.1507,52.05,9.035986985,10,652
0.1475,84.64,11.1844214,5.48,662
0.1507,227.29,11.40756495,18.2,652
0.1254,199.17,10.71441777,8.21,697
0.1443,68.78,11.51292546,27.18,697
0.1159,198.12,10.81977828,6.5,682
0.1601,112.52,11.14836235,27.21,667
0.1412,59.92,11.56171563,17.7,657
0.1759,107.85,10.75907241,29.74,662
0.1936,81.05,10.27505111,23.34,667
0.1241,250.58,11.51292546,15.88,692
0.1936,276.29,11.91839057,25.47,667
0.1367,221.12,11.91839057,14.8,672
0.1588,140.4,10.34174248,21.45,652
0.1304,337.14,11.00209984,15.92,692
0.1146,276.84,10.93221371,7.29,707
0.1146,659.14,11.49272276,15.75,717
0.1367,85.05,11.08220409,4.19,667
0.1462,275.84,10.82337182,16.12,662
0.1715,116.12,10.1266311,22.32,672
0.1114,262.45,12.61153775,17.54,732
0.1304,674.27,11.8493977,4.89,697
0.1304,202.28,11.15625052,10.77,677
0.1336,541.89,11.05089001,16.69,702
0.1715,857.46,12.30951332,12.7,672
0.1114,262.45,10.71441777,6.93,722
0.1336,677.36,11.7829526,15.16,682
0.1209,266.06,11.33857208,9.87,702
0.1525,869.7,12.20607265,9.49,682
0.1367,850.44,11.60823564,23.05,702
0.1588,701.96,11.28978191,0.98,697
0.1683,302.33,11.00209984,14.68,682
0.1525,869.7,11.7905572,11.74,707
0.1778,901.06,11.28978191,12.99,672
0.0938,127.91,11.69524702,6.46,727
0.1304,168.57,10.29200994,20.38,672
0.1272,268.48,10.51867319,14.4,707
0.1304,539.42,11.21182037,6.11,697
0.1178,165.55,9.998615898,2.07,702
0.1209,665.15,12.57764999,10.06,712
0.143,257.43,10.75798798,22.85,677
0.1304,337.14,10.83958091,12.8,707
0.1493,311.68,10.30895266,10.72,662
0.1272,268.48,10.77895629,18.5,677
0.1336,845,11.98292909,7.91,712
0.1178,264.88,10.73639668,11.74,702
0.1336,541.89,11.91839057,24.55,682
0.1525,869.7,10.71441777,13.73,697
0.1557,559.13,10.6454249,6.83,707
0.143,154.46,10.38899537,19.5,687
0.0938,95.94,11.22524339,1.36,727
0.1241,334.11,10.59663473,9.51,692
0.1083,365.78,12.76569986,9.43,717
0.1462,189.64,10.08580911,20.45,672
0.16,114.27,9.798127037,20.2,662
0.143,252.28,11.08214255,8.22,667
0.1284,773.22,11.49276357,22.77,712
0.1221,186.57,10.91508846,4.36,702
0.0932,319.47,11.00209984,19.58,757
0.1947,479.66,11.42954386,24.4,662
0.1568,350.02,11.22524339,8.83,677
0.1474,538.78,11.15625052,24.89,672
0.1189,397.97,11.28978191,19.63,722
0.1695,534.41,11.48600638,5.02,677
0.1253,138.89,10.16600565,22.7,677
0.1284,268.95,10.81977828,22.22,697
0.1379,340.76,10.858999,21.99,682
0.1474,207.23,10.6454249,22.17,702
0.1505,277.53,10.89858946,14.91,667
0.16,235.56,10.94022444,21.53,727
0.1189,265.32,11.00209984,19.52,702
0.1505,329.57,10.96301245,12.31,707
0.1221,183.24,10.23981692,5.53,722
0.1095,392.57,13.01700286,8.49,737
0.1474,103.62,10.1266311,14.16,712
0.1347,182.34,10.10659165,23.36,692
0.1347,169.62,10.12647109,9.65,687
0.1505,374.67,11.33857208,12.79,697
0.1537,139.39,10.08580911,18.35,682
0.1695,178.14,10.16585182,2.91,667
0.1726,250.49,10.37349118,12.26,667
0.1253,334.67,11.64395373,15.39,722
0.1379,511.14,12.68233167,9.98,722
0.1474,241.76,10.48010092,19.38,672
0.08,282.03,11.51292546,23.9,777
0.1347,169.62,9.392661929,9.9,697
0.1663,532.05,11.64395373,21.95,672
0.167,426.02,11.26446411,9.62,672
0.1189,497.46,11.40756495,17.11,712
0.1316,337.71,11.15625052,19.7,692
0.1316,189.12,10.49127422,22.6,712
0.1505,520.37,10.59663473,12.42,677
0.1253,267.73,10.81977828,21.29,697
0.16,175.79,10.66886237,13.12,682
0.1284,336.18,10.84642022,21.64,712
0.1505,173.46,10.71441777,9.52,697
0.1474,518.06,11.25803322,22.42,687
0.1189,497.46,10.69648007,17.65,727
0.1284,294.16,11.56171563,18.01,682
0.1347,407.08,11.46167427,17.36,702
0.1442,412.6,10.80972795,13.79,717
0.1126,123.24,11.22524339,11.6,712
0.1568,210.01,11.35040654,7.85,677
0.1379,511.14,11.22524339,14.64,712
0.16,84.38,11.15625052,0.93,702
0.1189,397.97,11.35040654,7.31,722
0.1189,497.46,11.22524339,19.17,717
0.1158,495.21,11.69524702,14.65,732
0.1347,101.77,11.00209984,17.68,692
0.1853,546.27,11.98292909,11.27,677
0.1821,507.62,11.2708539,16.45,662
0.1947,295.18,10.76896908,18.18,667
0.16,168.76,11.00209984,13.8,667
0.1568,336.02,10.30895266,10.12,672
0.1474,345.37,11.00209984,7.6,682
0.1821,362.59,10.91501573,13.46,687
0.1284,336.18,11.54248427,2.9,722
0.1442,275.07,11.06272446,5.65,707
0.2011,260.53,10.30895266,10.44,667
0.0963,385.14,11.28978191,7.41,767
0.1695,890.68,12.20607265,4.33,762
0.1379,204.46,11.58524613,12.02,682
0.1347,508.84,11.26446411,6.71,717
0.1411,342.29,11.28983191,9.34,692
0.1758,539.13,10.65725935,9.91,677
0.1758,345.05,10.96819829,23.11,677
0.1916,551.05,11.51292546,2.96,717
0.1316,270.17,10.77895629,4.42,707
0.1411,171.15,10.12679109,5.62,682
0.1663,532.05,10.727663,4.45,677
0.0932,127.79,11.51292546,10.78,737
0.1568,315.02,10.20359214,8.53,682
0.1537,174.24,10.95954023,18.99,677
0.1221,333.15,11.62621844,7.02,732
0.1411,483.49,11.15625052,19.05,692
0.1505,693.83,11.04611673,6.68,717
0.1884,109.74,10.30895266,23.36,662
0.1347,54.28,12.61153775,6.72,677
0.1411,171.15,10.6454249,13.71,692
0.1411,143.77,11.08312668,14.24,682
0.1189,72.97,10.30895266,17,717
0.1726,178.93,10.09410791,3.27,697
0.16,105.48,9.998615898,13.2,677
0.1253,281.12,10.81977828,9.53,717
0.1884,182.89,11.38509209,4.57,687
0.1379,170.38,10.1266311,22.18,692
0.1411,684.58,11.54034606,4.34,727
0.1461,206.86,10.91508846,18.98,717
0.1474,103.62,9.852194258,2.21,702
0.1663,88.68,10.48391386,1.51,707
0.1695,342.02,11.21187442,15.24,667
0.1537,69.7,9.998797732,3.22,702
0.1474,66.49,9.287301413,20.33,687
0.1568,700.04,11.87756858,12.61,737
0.1947,332.07,10.48574786,12.27,662
0.1442,343.83,10.81977828,22.22,702
0.1411,136.92,10.81985828,9.96,677
0.1663,99.32,9.61580548,16.48,667
0.1695,213.77,10.46310334,4.8,692
0.1568,210.01,10.81977828,5.64,742
0.1442,375.63,10.6454249,19.29,692
0.1442,240.68,11.51292546,3.18,732
0.0963,513.51,13.01700286,9.66,777
0.1411,71.89,9.998797732,0,727
0.1505,312.23,10.43399815,16.45,682
0.1284,504.27,10.59663473,22.71,717
0.179,216.6,10.81977828,6.6,677
0.1695,267.21,10.59653473,21.57,672
0.1379,302.42,11.37939407,24.99,692
0.1568,210.01,11.40756495,8.28,667
0.1347,118.73,9.61580548,17.28,727
0.1632,335.48,11.08220409,9.43,712
0.1663,287.31,10.91501573,22.71,667
0.1221,239.87,10.27505111,15.77,722
0.1347,376.55,10.96819829,21.27,737
0.1663,336.97,11.12732181,9.25,682
0.16,175.79,11.51292546,22.22,672
0.1505,291.41,11.22524339,7.12,687
0.1411,82.15,10.858999,11.28,677
0.1537,522.7,11.35035948,4.04,702
0.1663,177.35,9.852194258,17.68,662
0.2011,91.19,9.305650552,3.16,667
0.1726,35.79,9.903487553,3,682
0.1758,170.73,9.61580548,11.68,707
0.179,541.5,11.46163217,0.8,687
0.1568,280.02,11.39639165,12.08,677
0.1442,85.96,9.852194258,24,672
0.179,541.5,11.14186178,17.17,702
0.1411,171.15,10.03120068,22.76,717
0.1221,799.56,12.20609265,17.97,722
0.1284,201.71,11.35040654,12.16,707
0.1505,503.03,10.07693653,5.75,697
0.1568,350.02,11.87756858,1.26,692
0.1379,340.76,11.13453063,13.82,707
0.1347,576.69,10.96280446,22.32,717
0.2011,65.14,9.903487553,2.4,667
0.1411,85.58,10.25765937,7.37,732
0.1474,207.23,10.2646524,1.34,707
0.1947,184.49,9.210340372,0,682
0.1726,53.68,9.586582621,5.27,687
0.1253,240.96,10.81977828,0.6,717
0.1916,293.9,10.57704408,13.19,677
0.1632,670.96,10.6359516,17.16,692
0.1284,504.27,11.40756495,4.29,727
0.1726,715.69,11.35040654,17.08,727
0.16,87.9,8.672999643,5.13,672
0.1821,184.02,10.08580911,6.85,672
0.1537,348.47,11.1420067,11.01,687
0.1505,520.37,10.66886237,11.58,687
0.1379,425.95,11.15625052,16.73,697
0.1758,898.55,10.91508846,3.56,697
0.16,116.02,10.75790288,0.89,662
0.1632,352.26,11.57119437,2.9,707
0.16,175.79,9.952277717,14,682
0.1568,42.01,10.59663473,20.58,662
0.1347,118.73,10.14643373,24.24,692
0.08,338.43,11.55214618,16.13,792
0.1695,178.14,10.81977828,20.86,667
0.1663,514.32,11.35977429,23.01,667
0.1537,871.16,12.03765399,0.61,707
0.1474,552.59,11.39863632,3.63,732
0.1474,48.36,10.20359214,3.42,682
0.1758,790.73,12.26434155,20.46,667
0.0768,262.01,11.8493977,14.2,712
0.0768,374.29,11.22524339,20.74,727
0.1284,251.3,9.952277717,16.17,702
0.1442,412.6,11.22524339,15.31,692
0.1474,34.54,11.03488966,1.49,702
0.1442,515.74,11.77535127,12.82,697
0.2011,735.06,13.30468493,14.39,672
0.1505,329.57,11.69524702,7.3,672
0.1632,127.13,9.798127037,1.13,702
0.0737,279.41,10.71441777,15.95,737
0.1474,518.06,11.22524339,15.49,677
0.1347,339.23,11.28978191,14.2,692
0.1284,168.09,10.81977828,8.66,737
0.2011,130.27,10.81977828,15.65,672
0.1663,115.28,8.987196821,6.3,707
0.1695,249.39,10.59653473,11.22,682
0.1474,259.03,9.903487553,15.54,692
0.1316,185.74,9.952277717,19.2,677
